"1961",0.56,0.84,0.89,0.83,0.8,0.62,0.62,0.69,0.72,0.7,0.73,0.61,0.8,2.11,4.8,4.85,3.25,2.9,4.43,6.05,6.3,5.82,5.71,4.36,3.78,3.17,2.57,2.33,2.05,1.74,1.47,1.35,1.16,1.17,1.04,0.82
"1962",0.87,0.64,0.55,0.72,0.65,0.61,0.58,0.53,0.51,0.51,0.4,0.36,0.65,1.12,2.18,3.49,5.18,4.49,4.08,4.92,4.9,5.58,6.15,5.18,4.18,3.36,2.89,2.36,1.97,1.75,1.6,1.5,0.92,1.16,1.34,1.06
"1963",0.73,0.82,0.77,0.66,0.54,0.57,0.55,0.47,0.41,0.51,0.55,0.52,1.12,1.59,2.1,4.96,5.68,6.04,6.78,5.46,4.97,4.9,4.61,4.12,3.54,2.88,2.15,2.07,1.85,1.64,1.39,1.34,1.27,1.04,0.97,0.9
"1964",0.78,0.55,0.64,0.8,0.71,0.71,0.68,1.2,0.78,0.72,0.77,0.9,1.18,1.61,1.84,4.52,5.94,5.59,6.89,7.18,7.39,6.65,5.66,5.21,4.05,3.54,3.06,2.44,2.09,1.72,1.42,1.36,1.24,1.06,0.63,0.91
"1965",0.81,0.98,0.68,0.69,0.71,0.64,0.64,0.64,0.52,0.49,0.47,0.44,0.98,1.55,1.62,1.97,2.86,2.64,3.53,5.57,6.92,7.51,5.94,5.11,4.05,3.58,3,2.34,2.09,1.88,1.54,1.33,1.23,1.15,1.03,0.82
"1966",0.72,0.73,0.52,0.52,0.49,0.38,0.53,0.54,0.5,0.45,1.09,1.33,2.02,2.07,2.24,4.74,11,8.75,7.9,7.56,7.74,7.42,7.5,6.64,5.3,4.34,3.1,2.34,1.96,1.58,1.35,1.2,1.06,0.98,0.95,0.8
"1967",0.68,0.85,0.72,0.7,0.67,0.62,0.62,0.63,0.6,0.6,0.53,1,1.44,1.6,4.75,7.25,5.77,5.87,6.98,6.93,7.15,6.4,5.58,4.96,4.1,3.34,2.74,2.26,1.9,1.73,1.55,1.33,1.11,1.1,0.99,0.98
"1968",0.94,0.78,0.66,0.52,0.66,0.7,0.7,0.68,0.61,0.64,0.64,1.33,1.37,2.12,3.73,5.22,4.27,4.06,5.71,6.36,5.86,5.19,6.24,5.12,2.8,2.28,2.15,2,1.74,1.5,1.28,1.22,1.17,1.1,1.04,0.66
"1969",0.52,0.72,0.69,0.7,0.68,0.69,0.66,0.85,0.77,0.65,0.72,0.7,1.26,2.41,6.42,4.39,7.43,7.16,7.53,7.45,7.87,6.16,5.85,4.65,4.01,3.56,3,2.44,2.18,2.01,1.8,1.7,1.6,1.49,1.47,1.47
"1970",1.3,1.1,1.19,1.21,1.21,1.21,1.07,1.13,1.14,1.32,1.34,1.68,1.69,3.56,5.07,4.54,5.55,9.51,8.48,8.9,10,12.8,8.35,6.04,5.24,4.45,3.49,2.96,2.3,1.85,1.56,1.38,1.35,1.35,1.14,0.79
"1971",0.84,0.9,0.82,0.81,0.64,0.54,0.56,0.76,0.77,0.54,0.53,0.55,0.9,1.3,1.68,2.69,3.53,5.57,4.98,5.01,5.55,5.83,5.14,4.78,4.38,3.4,2.83,2.47,2.24,2.2,2.2,2.1,1.82,1.61,1.48,1.01
"1972",0.68,0.57,0.75,0.61,0.72,0.74,0.73,0.64,0.64,0.61,0.54,0.8,1.45,1.59,1.84,2.81,3.84,6.41,6.53,5.55,5.85,8.12,8.42,6.59,5.03,4.56,3.95,3.4,2.92,2.34,2.17,1.77,1.65,1.37,1.14,0.92
"1973",0.83,1.08,1,0.92,0.81,0.8,0.74,0.73,0.76,1.03,0.85,0.96,1.05,1.35,2.51,4.81,5.64,5.93,7.07,8,6.66,8.62,6.55,5.1,4.31,3.25,2.85,2.05,1.68,1.48,1.33,1.13,1.02,0.88,0.85,0.66
"1974",0.56,0.55,0.62,0.63,0.56,0.52,0.47,0.51,0.5,0.45,0.43,0.39,0.42,0.74,1.8,3,3.45,3.84,5.25,7.13,7.41,5.49,4.64,3.7,3.02,2.55,2.17,1.81,1.64,1.43,1.26,1.07,0.76,0.51,0.62,0.8
"1975",0.89,0.72,0.69,0.61,0.6,0.53,0.55,0.56,0.56,0.55,0.6,0.7,0.87,0.78,1.71,4.38,4.85,4.03,4.24,5.8,6.23,6.03,6.08,6.17,4.62,3.17,2.86,2.57,2.2,1.85,1.5,1.22,1.02,0.9,0.71,0.92
"1976",0.78,0.66,0.6,0.62,0.48,0.3,0.39,0.56,0.43,0.37,0.38,0.95,1.08,2.22,3.23,3.78,3.99,3.04,4.81,5.53,6.26,5.61,5.49,4.35,3.54,3.13,2.39,2.04,1.65,1.31,0.98,0.85,0.83,0.72,0.58,0.2
"1977",0.21,0.41,0.58,0.43,0.43,0.43,0.53,0.41,0.43,0.39,0.44,0.48,0.49,0.46,2.99,4.55,5.97,8.15,6.05,5.91,5.7,5.32,4.62,4.69,4.32,3.08,2.38,2,1.5,1.33,1.16,1.15,1.06,0.89,0.57,0.62
"1978",0.38,0.41,0.52,0.51,0.46,0.56,0.53,0.48,0.43,0.44,0.56,0.65,0.86,1.38,1.83,2.33,3.43,4.51,4.99,4.61,5.62,5.88,6.03,4.75,3.17,2.41,2.05,1.76,1.43,1.26,1.18,1.03,0.92,0.87,0.79,0.74
"1979",0.67,0.25,0.25,0.3,0.33,0.5,0.41,0.47,0.41,0.35,0.45,0.71,1.04,1.49,2.23,4.19,4.9,5.94,4.75,6.27,6.22,9.47,7.86,4.44,3.48,2.88,2.51,2.08,1.88,1.53,1.32,1.06,0.98,0.98,0.98,0.78
"1980",0.53,0.43,0.41,0.45,0.5,0.46,0.36,0.35,0.45,0.64,0.85,0.71,1.4,1.49,2.13,2.63,2.83,4.16,3.88,4.9,5.63,5.51,5.54,4.77,3.92,2.75,2.06,1.76,1.56,1.45,1.34,1.29,1.32,0.97,0.8,0.61
"1981",0.68,0.71,0.36,0.24,0.44,0.54,0.58,0.57,0.47,0.46,0.46,0.64,2.55,2.45,2.99,4.41,5.76,6.83,7.26,8.23,7,5.07,4.45,4.38,3.4,2.62,2.34,2.21,1.83,1.64,1.56,1.44,1.32,1.28,1.14,1.04
"1982",0.84,0.71,0.42,0.85,0.86,0.88,0.86,0.87,0.54,0.48,0.47,0.48,0.56,0.49,0.72,0.85,1.34,2.06,4.32,3.31,4.22,5.25,5.16,3.75,2.61,1.93,1.68,1.56,1.37,1.34,1.24,0.88,0.75,0.58,0.52,0.68
"1983",0.67,0.44,0.5,0.38,0.57,0.44,0.44,0.42,0.38,0.4,0.37,0.4,0.78,2.23,3.03,2.72,4.04,5.86,7.6,5.91,7.67,9.15,6.45,5.21,4.5,3.33,2.58,1.94,1.7,1.54,1.25,1.14,0.96,0.9,0.74,0.27
"1984",0.56,0.6,0.44,0.52,0.54,0.54,0.47,0.47,0.5,0.46,0.43,0.51,0.6,0.62,1.45,4.27,3.33,4.11,3.46,3.84,4.31,5.36,6.33,5.06,4.4,3.64,2.39,1.82,1.64,1.33,1.04,0.95,0.88,0.71,0.37,0.31
"1985",0.6,0.58,0.52,0.5,0.46,0.44,0.38,0.37,0.4,0.38,0.37,0.45,0.61,0.73,2.36,2.91,4.73,4.42,4.79,4.99,6.66,6.84,5.4,3.97,3.84,2.89,2.24,1.77,1.5,1.38,1.22,1.05,0.82,0.87,0.73,0.72
"1986",0.52,0.61,0.41,0.43,0.48,0.34,0.34,0.35,0.38,0.56,0.56,0.59,0.95,1.33,1.32,2.4,3.14,4.29,6.04,5.38,5.87,6.12,5.73,3.93,3.08,2.21,1.8,1.64,1.68,1.5,1.14,1.06,0.79,0.82,0.48,0.61
"1987",0.73,0.63,0.46,0.59,0.59,0.63,0.65,0.65,0.65,0.64,0.64,0.88,0.89,2.91,4.46,6.05,5.09,6.36,10.1,11.3,10.2,7.42,6.95,5.94,5.08,4.46,3.18,2.59,2.35,2.24,2.04,1.98,1.82,1.54,1.48,1.4
"1988",1.31,1.07,1.09,0.99,0.79,0.55,0.92,0.75,0.74,0.85,1.12,1.5,2.1,2.16,2.64,3.94,6.51,9.5,8.27,9.3,8.35,7.41,6.06,5.74,5.46,4.48,3.66,2.95,2.46,2.12,1.94,1.77,1.58,1.19,1.24,1.15
"1989",0.9,0.67,0.79,0.71,0.71,0.56,0.49,0.57,0.68,0.61,0.52,0.61,0.85,1.59,2.58,2.81,2.13,3.04,3.67,5.14,5.29,5.14,4.25,4.53,3.32,2.46,2.18,1.93,1.83,1.48,1.36,1.21,1.13,1.08,1.01,0.91
"1990",0.78,0.45,0.61,0.54,0.62,0.5,0.64,0.64,0.54,0.54,0.61,0.62,1.32,2.59,1.71,3.77,3.91,4.44,4.86,5,6.42,7.17,5.97,5.74,4.44,3.36,2.79,2.53,2.28,2.02,1.7,1.48,1.37,1.25,1.12,1.03
"1991",0.61,0.64,0.87,0.81,0.82,0.58,0.81,0.72,0.85,0.72,0.66,0.66,0.75,1.17,1.54,2.63,3.7,4.58,4.8,5.58,5.35,5.32,7.7,5.9,4.24,3.52,3.41,2.62,1.94,1.69,1.36,1.35,1.19,1.03,0.88,0.61
"1992",0.75,0.86,0.82,0.69,0.78,0.79,0.67,0.64,0.7,0.7,0.82,1,1.1,1.86,2.46,3.37,4.01,5.04,5.75,6.63,5.18,4.95,4.97,3.98,3.52,2.81,2.28,1.89,1.74,1.63,1.41,1.35,1.32,1.12,1.08,1.05
"1993",0.92,0.61,0.7,0.67,0.85,0.67,0.61,0.77,0.58,0.45,0.63,1.17,1.47,1.42,3.63,4.9,6,7.41,8.29,8.85,9.13,7.15,6.56,5,4.06,3.74,3.06,2.67,2.74,2.14,1.7,1.63,1.53,1.36,1.24,1.19
"1994",0.98,0.5,0.65,0.77,0.84,0.74,0.74,0.79,0.83,0.7,0.72,0.81,1.31,2.38,3.46,4.44,5.09,5.87,6.06,7.42,6.97,7.09,6.78,6.17,5.84,5.16,3.2,2.58,2.1,1.7,1.64,1.61,1.51,1.14,0.97,0.86
"1995",0.87,0.8,0.81,0.77,0.81,0.67,0.55,0.56,0.62,0.51,0.46,0.45,1.03,1.19,1,1.95,2.65,3.94,4.08,5.22,6.41,6.34,6.36,5.71,4.26,3.09,2.41,2.12,1.99,1.69,1.64,1.59,1.38,1.18,0.77,0.77
"1996",0.81,0.72,0.84,0.68,0.59,0.49,0.55,0.52,0.49,0.53,0.86,1.11,1.05,1.35,3.17,4.12,5.34,5.6,5.14,5.83,5.97,6.61,7.33,6.27,3.76,2.73,2.8,2.57,2.39,2.17,2.06,1.8,1.64,1.29,1.02,1.2
"1997",1.22,0.87,0.56,0.63,0.71,0.77,0.93,0.82,0.88,0.92,0.86,0.84,1.67,1.64,5.14,11.5,8.18,7.48,7.93,10.5,9.65,8.45,7.61,7.44,6.72,5.18,3.85,2.2,1.59,1.11,0.78,0.71,0.67,0.56,0.51,0.46
"1998",0.44,0.48,0.5,0.58,0.72,0.76,0.81,0.91,0.78,0.74,0.74,0.76,0.85,1.29,2.34,4.54,6.56,8.17,7.25,7.01,10.4,13.2,11.5,9.87,7.68,5.43,4.08,4,3.13,2.87,2.44,1.97,2.36,1.86,1.81,1.59
"1999",0.98,0.83,1.29,1.5,1.63,1.09,1.11,1.04,1,0.7,0.71,0.69,0.77,1.36,2.28,3.09,4.44,5.67,11.8,9.97,8.52,7.78,8.3,10.4,8.39,5.67,3.09,2.76,2.33,1.83,1.47,1.29,1.2,1.24,1.16,0.99
"2000",0.9,0.81,0.84,0.79,0.92,0.75,0.73,0.71,0.74,0.79,0.85,1.1,1.26,1.92,2.58,2.49,3.11,5.27,5.94,6.27,5.81,6.64,6.18,4.5,3.48,2.34,2.02,2.03,1.87,1.66,1.22,1.13,1.15,1.21,1.26,1.22
"2001",1.13,0.92,0.86,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.88,0.91,1.53,2.38,2.4,3.93,4.32,4.4,4.43,4.91,6.34,7.38,6.64,4.68,3.83,3.11,2.71,2.23,2.04,1.76,1.69,1.56,1.43,1.19,0.99,1.03
"2002",1.09,0.8,0.73,0.78,0.79,0.76,0.69,0.65,0.74,0.77,1.05,2.09,1.98,3.63,4.27,6.75,6.47,6.9,7.72,5.97,6.75,5.69,9.06,7.2,5.16,4.65,2.81,1.99,1.78,1.51,1.36,1.28,1.19,0.98,0.92,0.83
"2003",0.9,0.85,0.75,0.69,0.63,0.67,0.6,0.62,0.73,0.85,1.88,2.14,2.87,3.07,4.48,,,,,,,7.58,6.7,5.92,,,,,,,,,,,,
